idplayer;descCountry;idade;kills;deaths;KD
543;br;20;2253;1649;13.663
1660;br;17;2847;2084;13.661
2258;br;;56;41;13.659
1200;ar;22;1416;1038;13.642
1754;br;41;873;641;13.619
2583;br;19;588;432;13.611
309;ar;23;57;42;13.571
2148;pe;;19;14;13.571
389;br;25;12333;9089;13.569
1777;br;29;4140;3052;13.565
2559;br;21;1134;836;13.565
2613;br;27;2871;2118;13.555
1181;br;27;4389;3244;13.530
90;ar;26;3311;2458;13.470
2211;br;20;1320;980;13.469
2021;ar;27;672;499;13.467
1361;br;22;1264;939;13.461
429;br;25;1465;1089;13.453
572;ar;29;811;603;13.449
2006;br;20;488;363;13.444
2276;ar;20;2017;1502;13.429
1589;br;22;829;618;13.414
1049;br;20;118;88;13.409
1503;ar;19;1080;806;13.400
739;br;19;71;53;13.396
506;br;;217;162;13.395
1267;br;20;758;567;13.369
2654;br;22;1083;811;13.354
1046;ar;17;68;51;13.333
1295;cl;27;52;39;13.333
2436;br;23;20;15;13.333
585;br;33;2933;2200;13.332
1165;ar;21;438;329;13.313
1422;ar;22;4763;3580;13.304
571;br;16;1133;852;13.298
1864;br;19;4971;3740;13.291
2480;br;;81;61;13.279
786;br;23;1752;1320;13.273
1290;cl;21;3042;2295;13.255
994;br;22;408;308;13.247
348;br;27;7231;5460;13.244
424;br;20;1222;923;13.239
1173;br;;201;152;13.224
2164;br;22;2057;1556;13.220
1805;br;34;1028;778;13.213
1989;br;27;342;259;13.205
2550;br;42;1955;1484;13.174
1984;uy;20;1860;1412;13.173
314;br;;25;19;13.158
866;br;31;900;684;13.158
1342;br;26;663;504;13.155
227;ar;29;6678;5078;13.151
835;ar;23;46;35;13.143
791;br;31;10325;7857;13.141
770;br;15;12959;9870;13.130
155;br;20;1568;1195;13.121
1858;br;24;2002;1526;13.119
9;ar;22;1440;1099;13.103
812;br;22;55;42;13.095
391;br;24;704;538;13.086
581;br;22;255;195;13.077
2442;cl;;789;604;13.063
1056;br;20;2751;2107;13.056
2509;ar;32;120;92;13.043
778;br;21;163;125;13.040
1062;br;19;5677;4356;13.033
2120;br;31;275;211;13.033
1789;br;31;314;241;13.029
20;cl;24;15794;12130;13.021
2119;ar;22;980;753;13.015
1915;br;;4387;3373;13.006
2426;br;;26;20;13.000
2526;ar;22;52;40;13.000
1237;br;28;371;286;12.972
682;br;;5124;3952;12.966
665;br;29;2412;1861;12.961
2227;cl;20;422;326;12.945
2479;br;21;787;608;12.944
2305;br;18;4484;3468;12.930
2116;br;22;4164;3222;12.924
1214;br;;62;48;12.917
1288;br;;964;747;12.905
1368;br;43;98;76;12.895
2075;br;35;13603;10558;12.884
2485;br;18;407;316;12.880
584;br;17;760;591;12.860
1265;br;24;54;42;12.857
1427;ar;;437;340;12.853
2648;br;;185;144;12.847
1938;ar;;167;130;12.846
380;br;;208;162;12.840
1826;cl;21;756;589;12.835
553;br;30;4794;3741;12.815
1463;br;33;2658;2076;12.803
462;br;28;1778;1390;12.791
463;br;;303;237;12.785
1083;br;33;426;334;12.754
130;br;25;167;131;12.748
1063;br;18;7267;5701;12.747
467;br;61;3418;2682;12.744
828;br;22;1412;1108;12.744
2453;br;25;2257;1771;12.744
759;br;18;386;303;12.739
2537;br;;484;380;12.737
1316;br;22;1481;1163;12.734
1529;br;25;2469;1943;12.707
1851;br;25;291;229;12.707
168;br;30;1315;1035;12.705
2450;br;23;1534;1208;12.699
2502;ar;19;951;749;12.697
1025;ar;21;99;78;12.692
696;br;;632;498;12.691
2065;ar;27;2759;2174;12.691
925;br;34;3193;2518;12.681
2331;br;22;123;97;12.680
1499;ar;21;4927;3890;12.666
1085;br;21;457;361;12.659
1932;br;27;372;294;12.653
930;br;;455;360;12.639
1451;br;23;2540;2010;12.637
1194;br;;24;19;12.632
1925;br;;96;76;12.632
823;br;27;3804;3013;12.625
2585;br;;246;195;12.615
1037;ar;;29;23;12.609
2630;br;22;4038;3205;12.599
1333;br;22;2420;1921;12.598
52;br;24;1882;1494;12.597
1705;br;25;68;54;12.593
2354;ar;19;374;297;12.593
1808;br;24;4910;3900;12.590
102;br;18;560;445;12.584
2193;br;;2179;1732;12.581
2269;br;;6894;5480;12.580
1004;br;26;239;190;12.579
1980;br;28;4067;3237;12.564
1540;cl;;1635;1302;12.558
2446;br;;54;43;12.558
2438;ar;17;128;102;12.549
1203;br;;89;71;12.535
1189;br;21;965;770;12.532
221;br;23;104;83;12.530
98;br;23;1849;1478;12.510
274;br;22;840;672;12.500
820;br;;130;104;12.500
895;br;22;6950;5560;12.500
1000;br;22;3407;2728;12.489
349;br;26;4274;3423;12.486
920;br;16;6833;5477;12.476
1252;br;27;2696;2163;12.464
1698;br;21;168;135;12.444
2549;ar;22;163;131;12.443
216;br;27;3091;2485;12.439
2243;br;17;669;538;12.435
2387;br;25;1318;1060;12.434
2089;br;28;2666;2146;12.423
1704;br;19;195;157;12.420
2050;br;22;231;186;12.419
760;ar;24;113;91;12.418
317;br;;247;199;12.412
1015;br;37;1364;1099;12.411
1879;br;;2092;1688;12.393
721;pe;14;57;46;12.391
1983;br;28;1385;1118;12.388
799;br;41;1733;1399;12.387
554;br;26;6570;5305;12.385
1031;br;28;2699;2180;12.381
1583;br;;26;21;12.381
2597;br;22;958;774;12.377
2220;br;19;94;76;12.368
2330;cl;27;94;76;12.368
315;br;27;2004;1622;12.355
1074;br;;766;620;12.355
954;br;22;126;102;12.353
2620;ar;;21;17;12.353
1326;br;21;876;711;12.321
1349;ar;23;1055;857;12.310
2690;ar;22;3340;2714;12.307
1348;br;14;524;426;12.300
2708;ar;16;107;87;12.299
254;br;25;874;711;12.293
728;br;31;4930;4011;12.291
2710;br;22;3996;3252;12.288
2345;br;19;10523;8564;12.287
1084;br;21;97;79;12.278
2192;br;25;146;119;12.269
1815;ar;29;943;769;12.263
259;br;21;745;608;12.253
450;ar;23;585;478;12.238
2280;br;19;2336;1909;12.237
2061;br;22;1896;1550;12.232
1150;br;24;925;757;12.219
2410;br;18;874;716;12.207
1927;ar;;488;400;12.200
1558;ar;20;616;505;12.198
707;ar;18;39;32;12.188
793;ar;16;3610;2963;12.184
121;br;16;795;653;12.175
1761;br;25;146;120;12.167
249;br;;5574;4584;12.160
1889;ar;24;6049;4977;12.154
983;br;19;768;632;12.152
2445;br;22;5832;4802;12.145
921;br;22;1943;1600;12.144
1539;br;21;4797;3952;12.138
386;br;17;716;590;12.136
1757;br;22;945;779;12.131
2500;br;23;3405;2807;12.130
404;ar;;297;245;12.122
2653;br;30;463;382;12.120
511;br;24;1691;1396;12.113
2594;ar;32;281;232;12.112
268;br;;1952;1613;12.102
1718;cl;19;329;272;12.096
2580;br;17;3446;2849;12.095
1436;br;25;5205;4305;12.091
943;ar;19;116;96;12.083
1130;br;29;1091;903;12.082
2298;br;;2400;1987;12.079
1960;br;;890;737;12.076
2214;br;19;1740;1441;12.075
1536;ar;20;3016;2498;12.074
89;br;30;3547;2940;12.065
1868;ar;22;5357;4441;12.063
206;br;23;5256;4360;12.055
97;br;;495;411;12.044
1140;br;18;466;387;12.041
2036;br;22;2717;2258;12.033
2503;ar;22;338;281;12.028
402;br;27;1567;1304;12.017
2407;ar;20;5493;4571;12.017
2369;ar;27;3527;2938;12.005
2005;br;23;3721;3100;12.003
1113;br;;18;15;12.000
1300;br;16;234;195;12.000
1774;br;21;738;615;12.000
2225;ar;22;54;45;12.000
2522;br;;138;115;12.000
1294;br;29;3616;3014;11.997
2384;br;38;547;456;11.996
2124;br;20;2846;2373;11.993
179;br;26;494;412;11.990
1534;ar;26;4410;3678;11.990
2304;br;33;5469;4562;11.988
1381;br;18;537;448;11.987
476;br;28;429;358;11.983
1161;br;31;2055;1716;11.976
862;br;26;5197;4341;11.972
1095;ar;21;1172;979;11.971
335;br;18;614;513;11.969
2068;br;27;6154;5142;11.968
366;br;21;146;122;11.967
2420;br;31;5872;4908;11.964
2103;br;19;6439;5389;11.948
577;br;23;1369;1146;11.946
1070;br;25;802;672;11.935
706;br;24;105;88;11.932
460;br;18;186;156;11.923
262;br;19;2829;2373;11.922
1722;br;23;2970;2493;11.913
319;br;22;785;659;11.912
1262;ar;18;262;220;11.909
1688;ar;15;1262;1060;11.906
2483;br;20;331;278;11.906
1874;ar;36;9201;7735;11.895
2457;br;19;960;808;11.881
2340;ar;25;2578;2170;11.880
1957;br;;1257;1059;11.870
188;br;26;10317;8693;11.868
683;br;21;280;236;11.864
2314;br;28;115;97;11.856
839;br;21;1329;1121;11.855
2203;ar;23;4079;3443;11.847
609;br;22;2184;1844;11.844
2566;br;20;392;331;11.843
375;br;19;148;125;11.840
926;br;;400;338;11.834
886;br;20;394;333;11.832
1251;br;23;110;93;11.828
2023;br;;5172;4373;11.827
524;br;19;748;633;11.817
1159;br;21;2011;1702;11.816
2461;br;29;6114;5175;11.814
1268;br;22;1774;1502;11.811
1843;br;27;1409;1193;11.811
523;br;;2505;2121;11.810
1520;br;17;1860;1576;11.802
1669;br;;164;139;11.799
1823;br;20;1582;1341;11.797
2064;br;27;6257;5308;11.788
1999;br;23;6657;5650;11.782
2249;br;;2114;1795;11.777
326;br;17;4615;3919;11.776
1682;br;;3755;3190;11.771
2360;cl;24;3681;3128;11.768
782;br;20;2312;1967;11.754
368;ar;19;892;759;11.752
982;br;38;503;428;11.752
2668;br;20;4238;3607;11.749
26;br;18;4416;3759;11.748
1603;br;15;4130;3516;11.746
491;ar;;27;23;11.739
2488;br;27;1338;1140;11.737
2020;br;27;61;52;11.731
2709;br;27;1118;953;11.731
2202;cl;23;5064;4317;11.730
2573;br;28;1719;1466;11.726
1346;br;17;2507;2139;11.720
1672;uy;27;41;35;11.714
574;br;20;6990;5973;11.703
2160;br;;5396;4611;11.702
824;br;23;3133;2678;11.699
1299;br;24;1634;1397;11.696
1215;ar;23;9597;8213;11.685
45;br;26;1112;952;11.681
439;br;25;8046;6889;11.679
2506;br;42;327;280;11.679
987;br;19;1177;1008;11.677
995;br;29;1407;1205;11.676
564;br;30;2079;1781;11.673
932;br;32;3970;3401;11.673
902;br;18;6268;5371;11.670
647;ar;;14;12;11.667
1794;br;;21;18;11.667
1174;br;19;1976;1694;11.665
2359;ar;20;1045;896;11.663
2551;br;23;374;321;11.651
2556;br;22;99;85;11.647
1115;br;16;262;225;11.644
2677;ar;19;3968;3411;11.633
1082;ar;18;892;767;11.630
1976;br;17;1066;917;11.625
1001;br;19;580;499;11.623
174;ar;22;301;259;11.622
633;br;32;287;247;11.619
2041;br;;2292;1973;11.617
1238;br;19;6233;5370;11.607
2082;br;18;5922;5103;11.605
1266;br;22;7895;6811;11.592
536;br;25;934;806;11.588
600;br;31;4658;4020;11.587
260;br;;687;593;11.585
1892;br;27;7019;6060;11.583
1178;br;21;432;373;11.582
342;br;23;4449;3844;11.574
847;br;21;625;540;11.574
50;ar;22;3291;2844;11.572
617;br;26;4268;3690;11.566
401;ar;17;968;837;11.565
357;br;19;3674;3177;11.564
1185;br;16;2010;1739;11.558
1224;br;;1316;1139;11.554
1069;cl;20;1137;985;11.543
871;ar;19;382;331;11.541
1881;br;31;2203;1911;11.528
2602;br;23;2486;2158;11.520
416;br;21;5384;4674;11.519
328;br;29;5904;5126;11.518
756;br;;1267;1100;11.518
1763;br;18;3464;3008;11.516
773;ar;29;266;231;11.515
212;br;31;360;313;11.502
2118;br;;3441;2994;11.493
931;br;15;1403;1221;11.491
287;br;;4095;3564;11.490
198;br;16;1474;1283;11.489
2334;br;27;1505;1310;11.489
1806;br;25;317;276;11.486
1414;ar;24;1875;1634;11.475
1525;br;24;931;812;11.466
459;br;37;290;253;11.462
1304;br;30;1343;1172;11.459
2027;br;21;3717;3245;11.455
1941;br;36;876;765;11.451
2596;br;40;752;657;11.446
2634;br;20;190;166;11.446
44;br;20;1975;1727;11.436
5;ar;;72;63;11.429
877;br;;24;21;11.429
1775;ar;17;3435;3006;11.427
2609;ar;21;1233;1079;11.427
2427;br;19;578;506;11.423
1619;br;;265;232;11.422
235;ar;;314;275;11.418
2272;br;18;516;452;11.416
1363;br;;2152;1886;11.410
1574;br;32;771;676;11.405
1893;br;27;1140;1000;11.400
2153;br;33;1621;1422;11.399
1482;br;24;1720;1509;11.398
2273;br;20;3184;2794;11.396
694;ar;23;49;43;11.395
2324;br;27;4877;4281;11.392
1834;br;;393;345;11.391
1473;br;27;5138;4511;11.390
351;br;;3774;3316;11.381
1122;br;25;454;399;11.378
695;ar;;281;247;11.377
1226;br;24;1266;1113;11.375
1670;cl;25;3204;2819;11.366
621;br;22;2102;1850;11.362
1963;br;24;809;712;11.362
2349;br;20;4092;3602;11.360
2189;br;;126;111;11.351
1897;br;24;3078;2712;11.350
1253;br;;1148;1013;11.333
1940;br;28;604;533;11.332
2547;br;21;964;851;11.328
215;br;17;4103;3623;11.325
2361;ar;22;4547;4017;11.319
1637;br;;112;99;11.313
2287;uy;23;1375;1216;11.308
1994;br;32;5369;4751;11.301
1483;br;18;2330;2062;11.300
1608;br;27;904;800;11.300
2083;br;20;1968;1742;11.297
473;br;19;1429;1265;11.296
1116;br;;802;710;11.296
949;ar;23;35;31;11.290
1402;ar;21;596;528;11.288
1951;br;28;618;548;11.277
2674;br;20;1484;1316;11.277
2680;br;21;2367;2099;11.277
1498;br;34;566;502;11.275
606;br;25;5545;4919;11.273
1819;br;21;3453;3063;11.273
2333;br;26;1892;1679;11.269
16;br;;89;79;11.266
1269;br;19;356;316;11.266
134;br;25;6288;5583;11.263
1626;br;29;1819;1615;11.263
1569;br;17;1812;1609;11.262
1034;br;34;3868;3436;11.257
826;br;27;1667;1481;11.256
36;ar;;18;16;11.250
1382;br;29;45;40;11.250
301;cl;26;2700;2401;11.245
2205;uy;17;354;315;11.238
32;ar;26;155;138;11.232
2411;br;22;73;65;11.231
291;br;;384;342;11.228
1259;cl;;119;106;11.226
2056;br;24;650;579;11.226
447;br;20;55;49;11.224
1434;br;;257;229;11.223
2219;br;20;3033;2704;11.217
1125;br;;1560;1391;11.215
1827;br;;1966;1753;11.215
960;br;30;3932;3507;11.212
980;pe;77;74;66;11.212
393;br;22;4329;3865;11.201
1813;br;31;1660;1482;11.201
749;br;19;1282;1145;11.197
2014;br;24;47;42;11.190
1093;br;21;989;884;11.188
1154;br;25;339;303;11.188
1955;br;24;839;750;11.187
2286;br;22;2390;2137;11.184
2486;br;17;1247;1115;11.184
175;br;24;738;660;11.182
934;br;;123;110;11.182
1019;br;;369;330;11.182
2538;ar;21;123;110;11.182
418;br;25;38;34;11.176
2046;br;28;901;807;11.165
1371;br;27;1376;1233;11.160
2505;br;23;791;709;11.157
2245;ar;;58;52;11.154
1305;br;23;4113;3688;11.152
1691;br;21;6694;6003;11.151
752;br;20;126;113;11.150
446;br;;2564;2300;11.148
2255;br;30;4665;4185;11.147
2213;br;21;1692;1518;11.146
1472;br;27;302;271;11.144
2684;ar;;39;35;11.143
2308;br;31;215;193;11.140
180;ar;19;1448;1300;11.138
1668;br;29;274;246;11.138
485;br;28;59;53;11.132
539;br;28;482;433;11.132
776;br;27;4896;4398;11.132
2054;br;;364;327;11.131
811;br;17;2686;2414;11.127
1684;br;21;5336;4798;11.121
443;br;22;407;366;11.120
2248;ar;21;2026;1823;11.114
49;ar;32;1159;1044;11.102
1097;br;21;1442;1299;11.101
1610;br;24;3347;3015;11.101
1335;br;21;12946;11667;11.096
2512;br;21;71;64;11.094
228;br;22;254;229;11.092
1149;br;26;450;406;11.084
1271;br;21;2902;2619;11.081
1334;br;;41;37;11.081
409;br;21;7578;6844;11.072
947;br;24;891;805;11.068
961;br;;114;103;11.068
252;br;;541;489;11.063
2673;br;27;354;320;11.063
2643;ar;23;573;518;11.062
1524;us;;1368;1237;11.059
887;br;36;1196;1082;11.054
2171;br;33;671;607;11.054
1406;br;25;42;38;11.053
2392;br;31;1784;1614;11.053
1029;br;24;2826;2557;11.052
1636;br;;2355;2131;11.051
2655;br;23;170;154;11.039
2586;br;24;2237;2027;11.036
2158;ar;24;320;290;11.034
1160;br;19;10476;9499;11.029
566;ar;19;454;412;11.019
699;br;18;11798;10707;11.019
2114;br;;700;636;11.006
62;br;27;1084;985;11.005
306;br;22;351;319;11.003
1408;br;25;4432;4029;11.000
2105;br;;22;20;11.000
2128;br;29;176;160;11.000
3;br;;1900;1728;10.995
821;br;20;3464;3151;10.993
1615;br;19;78;71;10.986
1102;ar;22;134;122;10.984
2007;br;22;694;632;10.981
1039;cl;25;594;541;10.980
1549;ar;;45;41;10.976
1072;br;;6186;5637;10.974
2338;br;34;3969;3617;10.973
2080;br;;1412;1287;10.971
1379;ar;21;1030;939;10.969
1944;br;22;352;321;10.966
122;br;;284;259;10.965
1664;ar;22;1136;1036;10.965
1176;br;19;1718;1567;10.964
2399;ar;37;915;835;10.958
555;br;;103;94;10.957
985;ar;;458;418;10.957
1977;br;24;1338;1222;10.949
266;br;23;801;732;10.943
1702;br;19;3942;3604;10.938
1724;ar;23;980;896;10.938
883;ar;17;2596;2374;10.935
591;br;26;1887;1726;10.933
43;br;37;4593;4202;10.931
336;ar;23;1175;1075;10.930
2413;br;;95;87;10.920
2327;br;33;1174;1076;10.911
2622;br;17;24;22;10.909
1395;br;23;1127;1034;10.899
427;br;16;1433;1315;10.897
193;br;17;1165;1070;10.888
417;br;30;5573;5119;10.887
1441;ar;21;3448;3167;10.887
654;br;;185;170;10.882
504;br;23;2775;2552;10.874
19;br;19;4054;3731;10.866
172;br;19;239;220;10.864
2685;br;16;2229;2052;10.863
2130;br;30;3813;3512;10.857
1707;br;22;2050;1889;10.852
765;ar;30;51;47;10.851
532;br;;268;247;10.850
692;br;24;740;682;10.850
1988;br;18;6883;6344;10.850
1811;br;17;1114;1027;10.847
1134;ar;26;2891;2666;10.844
1388;br;35;9020;8318;10.844
1630;br;21;502;463;10.842
295;br;21;13;12;10.833
1393;br;17;52;48;10.833
1445;br;32;326;301;10.831
2614;br;31;2497;2306;10.828
109;br;21;2544;2350;10.826
132;br;18;3179;2937;10.824
261;ar;37;434;401;10.823
338;br;22;66;61;10.820
2230;br;19;1392;1287;10.816
1547;br;31;3190;2950;10.814
119;cl;25;67;62;10.806
1599;br;22;4413;4084;10.806
1985;br;26;3465;3207;10.804
859;br;26;3933;3642;10.799
2071;br;;554;513;10.799
1157;br;24;2455;2274;10.796
601;ar;25;2186;2025;10.795
2582;br;;177;164;10.793
1545;br;;3675;3406;10.790
1132;ar;20;2428;2251;10.786
1578;ar;35;6150;5702;10.786
806;br;36;1854;1719;10.785
1885;br;18;3547;3289;10.784
559;ar;23;895;830;10.783
379;br;26;4146;3846;10.780
453;br;33;873;811;10.764
2210;br;25;382;355;10.761
944;br;17;2606;2422;10.760
628;ar;22;199;185;10.757
1098;br;27;3117;2902;10.741
956;br;27;5119;4767;10.738
2094;ar;27;4966;4626;10.735
2606;br;19;1655;1542;10.733
533;br;17;133;124;10.726
1802;br;20;591;551;10.726
2207;br;24;1259;1174;10.724
41;br;20;268;250;10.720
296;ar;;721;673;10.713
2240;br;21;1853;1730;10.711
1956;br;25;3324;3104;10.709
2350;br;;1015;948;10.707
1105;br;22;1233;1152;10.703
602;br;20;779;728;10.701
2161;br;31;962;899;10.701
1798;br;19;367;343;10.700
2647;br;31;4314;4036;10.689
2494;br;26;234;219;10.685
1982;br;35;2128;1992;10.683
1396;br;21;1863;1744;10.682
1900;br;30;2772;2596;10.678
318;br;;79;74;10.676
2656;br;;221;207;10.676
788;br;;333;312;10.673
1043;br;27;2556;2395;10.672
239;br;22;2148;2013;10.671
1725;cl;20;32;30;10.667
1531;br;28;3147;2952;10.661
1506;ar;33;1276;1197;10.660
2527;br;;1469;1378;10.660
6;br;20;550;516;10.659
2548;br;16;1019;956;10.659
1462;br;19;2884;2706;10.658
388;br;16;211;198;10.657
611;ar;24;4025;3777;10.657
415;br;22;130;122;10.656
1457;br;;98;92;10.652
1767;ar;27;1603;1505;10.651
1213;br;19;3721;3494;10.650
2090;br;42;2642;2481;10.649
69;br;19;4508;4234;10.647
153;br;23;8631;8109;10.644
2141;br;29;646;607;10.643
1954;br;30;2521;2369;10.642
2096;ar;17;217;204;10.637
1839;br;19;2399;2256;10.634
1035;br;29;252;237;10.633
96;br;20;1742;1639;10.628
1726;ar;;17;16;10.625
703;br;23;4955;4667;10.617
1899;br;26;4391;4141;10.604
1135;br;22;617;582;10.601
390;br;28;2438;2300;10.600
494;br;;106;100;10.600
1415;ar;23;1877;1771;10.599
2206;br;23;2981;2813;10.597
967;br;19;2045;1930;10.596
1317;br;18;1014;957;10.596
2563;br;30;1724;1627;10.596
100;br;18;178;168;10.595
1933;br;23;4260;4021;10.594
629;br;;2216;2092;10.593
916;br;24;1415;1336;10.591
1783;br;22;394;372;10.591
1949;br;34;6373;6018;10.590
2396;br;23;36;34;10.588
1861;cl;23;145;137;10.584
1372;br;;3029;2864;10.576
1797;br;25;792;749;10.574
105;br;27;793;750;10.573
2447;br;;203;192;10.573
1425;br;28;148;140;10.571
420;ar;21;2847;2694;10.568
37;br;28;1293;1224;10.564
272;br;32;432;409;10.562
173;br;24;95;90;10.556
1336;br;31;19;18;10.556
989;br;29;1264;1198;10.551
685;br;30;9514;9019;10.549
195;br;33;270;256;10.547
1078;ar;20;58;55;10.545
2517;br;31;5117;4853;10.544
397;br;21;233;221;10.543
2151;br;29;428;406;10.542
2218;br;22;1348;1279;10.539
2059;br;22;1284;1219;10.533
346;br;23;5600;5318;10.530
2215;br;24;3514;3337;10.530
922;br;28;1441;1369;10.526
1784;ar;;40;38;10.526
2185;br;;100;95;10.526
2366;br;32;6018;5717;10.526
1389;br;34;4261;4050;10.521
1516;br;32;8346;7933;10.521
356;br;24;364;346;10.520
1486;br;22;4272;4062;10.517
1109;br;25;1085;1032;10.514
1390;br;;3142;2989;10.512
2138;br;17;3061;2912;10.512
1053;br;27;2591;2465;10.511
663;br;19;187;178;10.506
729;br;25;335;319;10.502
1394;br;27;1025;976;10.502
1875;br;25;944;899;10.501
668;br;36;63;60;10.500
1190;br;23;21;20;10.500
718;br;17;2491;2373;10.497
1717;br;30;4325;4121;10.495
1040;cl;24;320;305;10.492
2233;br;18;64;61;10.492
1282;cl;22;22;21;10.476
1580;br;;22;21;10.476
1721;br;26;2095;2000;10.475
31;br;22;444;424;10.472
21;ar;22;178;170;10.471
1369;ar;32;134;128;10.469
2081;br;31;960;917;10.469
713;br;28;11570;11053;10.468
964;br;26;517;494;10.466
1873;br;30;4554;4352;10.464
1853;br;22;1081;1034;10.455
2053;ar;22;1092;1045;10.450
133;br;28;2751;2634;10.444
2326;br;29;731;700;10.443
1386;br;29;3240;3103;10.442
2055;br;20;4137;3962;10.442
243;cl;;167;160;10.438
2591;ar;26;385;369;10.434
365;ar;23;2897;2777;10.432
1206;br;21;2785;2670;10.431
1013;ar;34;563;540;10.426
1375;cl;32;1593;1528;10.425
1792;cl;19;148;142;10.423
289;br;28;3563;3419;10.421
1243;br;24;4206;4036;10.421
10;br;17;12979;12457;10.419
658;br;31;1264;1214;10.412
1782;br;22;5873;5641;10.411
1654;br;;51;49;10.408
2284;br;;51;49;10.408
2562;br;23;537;516;10.407
1310;br;;4704;4521;10.405
2388;ar;29;1599;1537;10.403
2546;br;22;285;274;10.401
1591;br;26;3744;3600;10.400
1405;br;29;994;956;10.397
384;br;18;132;127;10.394
2135;ar;23;422;406;10.394
1168;uy;25;505;486;10.391
1597;ar;21;1835;1766;10.391
1114;cl;19;853;821;10.390
965;br;;1241;1195;10.385
320;ar;16;4460;4296;10.382
2524;br;;516;497;10.382
761;br;18;2885;2779;10.381
2612;br;16;1279;1232;10.381
205;br;29;983;947;10.380
1128;br;24;1600;1542;10.376
2694;ar;18;1414;1363;10.374
2270;br;36;5786;5578;10.373
1384;br;;1060;1022;10.372
1738;ar;19;3083;2973;10.370
1544;br;22;2302;2220;10.369
1233;ar;16;650;627;10.367
857;br;23;2023;1953;10.358
2508;br;19;2056;1985;10.358
2554;br;22;1368;1321;10.356
93;br;33;6625;6398;10.355
382;ar;26;817;789;10.355
840;br;26;2746;2653;10.351
1481;br;29;945;913;10.350
1650;br;;148;143;10.350
2297;br;;2424;2342;10.350
329;br;24;6584;6362;10.349
515;br;25;537;519;10.347
2278;ar;22;3052;2950;10.346
2633;br;20;359;347;10.346
780;br;26;660;638;10.345
2381;br;17;1423;1376;10.342
461;br;18;426;412;10.340
201;ar;21;398;385;10.338
480;br;22;336;325;10.338
2700;br;28;1075;1040;10.337
1787;br;;587;568;10.335
2169;br;31;4701;4549;10.334
2263;ar;22;711;688;10.334
1421;br;;31;30;10.333
2033;br;23;3729;3609;10.333
1773;br;37;2649;2564;10.332
68;br;32;6579;6371;10.326
2325;br;20;637;617;10.324
2466;ar;22;351;340;10.324
775;br;25;832;806;10.323
1824;br;27;64;62;10.323
1790;br;;325;315;10.317
2242;br;22;33;32;10.313
2649;br;;2312;2242;10.312
1508;ar;22;5370;5209;10.309
104;br;26;2686;2606;10.307
2142;br;25;3371;3272;10.303
1249;br;;1365;1326;10.294
2131;br;;70;68;10.294
107;br;25;3626;3523;10.292
959;ar;24;566;550;10.291
702;br;21;108;105;10.286
1221;br;25;3120;3034;10.283
764;br;23;259;252;10.278
2697;br;24;1480;1440;10.278
2289;ar;21;13672;13309;10.273
2425;br;19;113;110;10.273
516;br;;76;74;10.270
2132;pe;22;152;148;10.270
528;br;23;1269;1236;10.267
1557;br;30;654;637;10.267
2686;br;28;195;190;10.263
2652;br;48;1105;1077;10.260
56;br;15;5818;5673;10.256
632;br;22;1485;1448;10.256
1480;br;24;605;590;10.254
853;br;;689;672;10.253
1649;br;;809;789;10.253
2093;br;23;1460;1424;10.253
2183;br;24;409;399;10.251
245;br;20;823;803;10.249
279;br;19;84;82;10.244
1315;br;19;170;166;10.241
1829;br;;468;457;10.241
1821;br;19;4997;4880;10.240
952;br;22;4075;3980;10.239
1567;br;28;3123;3051;10.236
1735;br;19;1258;1229;10.236
126;br;;392;383;10.235
333;br;22;174;170;10.235
1939;br;23;3772;3688;10.228
1990;br;21;269;263;10.228
74;br;23;4420;4322;10.227
1077;br;34;829;811;10.222
2569;br;17;184;180;10.222
565;br;;5248;5135;10.220
787;br;22;464;454;10.220
737;br;25;2660;2605;10.211
744;br;22;548;537;10.205
1903;ar;22;847;830;10.205
1111;br;;499;489;10.204
1344;br;20;50;49;10.204
2395;br;21;6144;6021;10.204
1556;br;22;4530;4440;10.203
912;br;31;253;248;10.202
1374;ar;23;1824;1788;10.201
1416;br;24;1269;1244;10.201
596;br;20;1376;1349;10.200
1535;ar;24;1084;1063;10.198
1780;br;27;1091;1070;10.196
651;br;15;423;415;10.193
1248;br;29;3758;3690;10.184
1712;br;23;223;219;10.183
715;br;;56;55;10.182
1298;br;26;5982;5879;10.175
1509;cl;36;3033;2981;10.174
686;ar;18;119;117;10.171
1674;br;29;479;471;10.170
2588;br;24;1807;1777;10.169
570;br;28;2616;2573;10.167
1045;br;;3528;3470;10.167
200;br;19;1406;1383;10.166
83;br;31;3624;3565;10.165
1112;ar;17;248;244;10.164
855;br;22;2302;2265;10.163
2615;br;;748;736;10.163
1639;br;24;8835;8694;10.162
521;ar;30;698;687;10.160
30;ar;19;708;697;10.158
1732;ar;32;262;258;10.155
512;ar;25;133;131;10.153
2383;br;22;133;131;10.153
2066;br;26;3438;3387;10.151
2102;br;22;475;468;10.150
1812;br;22;3338;3289;10.149
2355;uy;26;2774;2734;10.146
1080;br;;984;970;10.144
1143;ar;25;4585;4521;10.142
1327;ar;27;929;916;10.142
2477;br;;364;359;10.139
2687;cl;;73;72;10.139
556;br;24;3876;3824;10.136
1198;br;27;4714;4652;10.133
750;br;23;153;151;10.132
1810;br;24;469;463;10.130
2469;br;;2220;2192;10.128
708;br;28;240;237;10.127
